clientid,patientid,statusid,name,breedname,breedid,speciesname,speciesid,extension,active,description
9848,16274,1,Jony,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
7285,22374,1,Joon,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11205,19551,1,Joop,Domestic Shorthair,DSH,Feline,FEL,,1,Female
11541,19985,1,Joplin,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
15798,15798-1,1,Jordan,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Neutered Male
13379,22846,1,Jordan,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
12459,21082,1,Jordan,"Dachshund, Longhaired",DLC,Canine,CAN,,1,Neutered Male
2167,5954,1,Jordan,"Retriever, Golden",RGO,Canine,CAN,,1,Neutered Male
9776,16113,1,Jordan,Boxer Mix,BXX,Canine,CAN,,1,Neutered Male
L1888,L1888-10,1,Jorden,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
7239,11319,1,Jordy,Dachshund Mix,DXX,Canine,CAN,,1,Neutered Male
L6558,20966,1,Joseph,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20419,29225,1,Joseph,"Collie, Border Mix",CBX,Canine,CAN,,1,Neutered Male
19352,6074,1,Joseph,"Conure, Maroon Bellied",CMB,Avian,AVI,,1,Male
3171,4979,1,Joseph,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Neutered Male
7367,11611,1,Josephine,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2007,9325,1,Josephine,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
15771,24215,1,Josey,"Bulldog, English",BUE,Canine,CAN,,1,Female
9625,9954,1,Joshua,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
12494,21907,1,Josiah,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L2747,L5615,1,Josiah Josacar,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L7547,L6762,1,Josie,COCKER SPANIEL,13,Canine,CAN,,1,Spayed Female
14651,14651-2,1,Josie,Snowshoe,SNO,Feline,FEL,,1,Spayed Female
7285,11409,1,Josie,"Terrier, Staffordshire Bull",TSB,Canine,CAN,,1,Spayed Female
5269,13602,1,Josie,Terrier Mix,TEX,Canine,CAN,,1,Spayed Female
L7857,L7396,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10855,27335,1,Josie,Great Dane,GRD,Canine,CAN,,1,Female
21269,3928,1,Josie,Beagle,BGL,Canine,CAN,,1,Spayed Female
23103,29647,1,Josie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
7086,11032,1,Josie,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
11981,20339,1,Josie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
988,5335,1,Josie,"Retriever, Golden Mix",RGX,Canine,CAN,,1,Spayed Female
1943,3104,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
15624,24157,1,Josie,BLUE HEELER,53,Canine,CAN,,1,Spayed Female
5337,5337-5,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19251,4785,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3943,8673,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23055,29512,1,Josie,BOSTON TERRIER,3,Canine,CAN,,1,Spayed Female
18690,18690-3,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5008,5008-2,1,Josie,"Poodle, Standard",POS,Canine,CAN,,1,Spayed Female
8643,15486,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
18795,18795-1,1,Josie,"Poodle, Miniature",POO,Canine,CAN,,1,Female
9150,14961,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
13805,13805-1,1,Josie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
585,585-3,1,Josie,"Bulldog, French",BUF,Canine,CAN,,1,Spayed Female
1733,2798,1,Josie,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
14579,14579-2,1,Josie Precious,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
15052,15526,1,Journey,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
4252,4252-2,1,Jovi,Persian Mix,PSX,Feline,FEL,,1,Neutered Male
11235,19032,1,Joy,"Terrier, Staffordshire Bull",TSB,Canine,CAN,,1,Female
19859,29827,1,Joy,Unknown,UNK,Feline,FEL,,1,Female
19496,28066,1,Joy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11201,L7362,1,Joy,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Spayed Female
23011,29391,1,Joy,YORKSHIRE TERRIER,4,Canine,CAN,,1,Female
4210,12007,1,Joy,"Retriever, Golden",RGO,Canine,CAN,,1,Female
6986,10872,1,Joy,Poodle Mix,PXX,Canine,CAN,,1,Spayed Female
12702,21619,1,Joy,GOLDEN RETRIEVER,2,Canine,CAN,,1,Spayed Female
15178,27542,1,Joyce,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
22120,28405,1,Jozy,DSH,8,Feline,FEL,,1,Spayed Female
3205,13095,1,Juan Carlos,Unknown,UNK,Guinea Pig,GUI,,1,Male
12112,20552,1,Jubbly,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
7016,30717,1,Jubilee,Cavapoo,CQQ,Canine,CAN,,1,Female
1113,1810,1,Jude,"Retriever, Labrador",RLA,Canine,CAN,,1,Neutered Male
19274,19274-1,1,Jude,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10817,18205,1,Jude E.,Terrier Mix,TEX,Canine,CAN,,1,Neutered Male
6516,16483,1,Judson,"Retriever, Labrador",RLA,Canine,CAN,,1,Neutered Male
20561,29281,1,Judy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2221,18166,1,Judy,Catahoula Leopard Dog,CAT,Canine,CAN,,1,Spayed Female
10536,17633,1,Judy,Shih Tzu,SHI,Canine,CAN,,1,Female
9454,17457,1,Judy Garland,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20496,20496-1,1,Juelz,Domestic Shorthair,DSH,Feline,FEL,,1,Female
13663,28660,1,Juice,Domestic Shorthair,DSH,Feline,FEL,,1,Undetermined
10702,17987,1,Juicy,American Satin,AMS,Guinea Pig,GUI,,1,Female
21876,26635,1,Juicy,Domestic Shorthair,DSH,Feline,FEL,,1,Male
17071,22396,1,Juju,Terrier Mix,TEX,Canine,CAN,,1,Spayed Female
17066,29629,1,Juju,DSH,8,Feline,FEL,,1,Unknown
19901,25728,1,JuJu,"Python, Ball",PBA,Reptile/Amphibian,REA,,1,Male
8123,12981,1,Jujubean,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
3300,22912,1,Jul,"Blue Heeler, Australian Mix",ASX,Canine,CAN,,1,Spayed Female
12273,20704,1,Julep,DSH,8,Feline,FEL,,1,Spayed Female
945,16998,1,Jules,Domestic Shorthair,DSH,Feline,FEL,,1,Female
23409,30446,1,Jules,Pitbull,PIT,Canine,CAN,,1,Female
11196,20042,1,Julia,Mixed,MIX,Canine,CAN,,1,Spayed Female
11297,19139,1,Julia,"Gecko, Leopard",GKL,Reptile/Amphibian,REA,,1,Female
6752,10405,1,Julian,Beagle,BGL,Canine,CAN,,1,Spayed Female
18616,18616-4,1,Julie,Shih Tzu,SHI,Canine,CAN,,1,Spayed Female
L7647,L7265,1,Julie,Pomeranian,POM,Canine,CAN,,1,Female
2760,4379,1,Julie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
21099,21099-1,1,Juliet,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21411,7257,1,Juliet,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10357,17304,1,Juliet,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7774,L7592,1,Juliette,YORKSHIRE TERRIER,4,Canine,CAN,,1,Female
2630,4171,1,Juliette,Turtle,TUR,Reptile/Amphibian,REA,,1,Female
21421,25832,1,Juliette,Persian,PER,Feline,FEL,,1,Spayed Female
L7467,30052,1,Juliette,Cavapoo,CQQ,Canine,CAN,,1,Female
15853,15853-1,1,Julious,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Neutered Male
22201,27319,1,Julius,Chihuahua Mix,CIX,Canine,CAN,,1,Neutered Male
8386,18894,1,Julius,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
23222,29955,1,July,Pitbull,PIT,Canine,CAN,,1,Female
13940,23317,1,Juna,DSH,8,Feline,FEL,,1,Neutered Male
21838,26438,1,June,Mixed,MIX,Canine,CAN,,1,Spayed Female
11373,19267,1,June,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
11196,31001,1,June,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20726,26025,1,June,Domestic Shorthair,DSH,Feline,FEL,,1,Female
22317,31009,1,June,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
8408,24071,1,June,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
8574,13896,1,June,"Shepherd, Australian",SAU,Canine,CAN,,1,Spayed Female
21544,21544-1,1,June,Goldendoodle,RGP,Canine,CAN,,1,Spayed Female
9647,15848,1,June,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
13572,23020,1,June,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
20943,30819,1,June,Cane Corso,CAC,Canine,CAN,,1,Spayed Female
10627,17821,1,June Bug,Mixed,MIX,Canine,CAN,,1,Spayed Female
18862,18862-1,1,June Bug,"Coonhound, Redbone",CHR,Canine,CAN,,1,Spayed Female
18066,18066-1,1,Juneau,"Husky, Siberian Mix",SBX,Canine,CAN,,1,Spayed Female
8070,12889,1,Juney,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21993,26741,1,Juni,Retriever Mixed,REX,Canine,CAN,,1,Neutered Male
4514,28293,1,Junie,Pomeranian,POM,Canine,CAN,,1,Spayed Female
22714,28613,1,Junie,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
623,976,1,Junior,"Turtle, Box (Ornate)",TOB,Reptile/Amphibian,REA,,1,Male
2666,L7303,1,Junior,"Chin, Japanese",JAP,Canine,CAN,,1,Neutered Male
17952,25115,1,Junior,Husky Mix,HUX,Canine,CAN,,1,Male
11941,23282,1,Junior,Shih Tzu,SHI,Canine,CAN,,1,Neutered Male
18033,25148,1,Junior,Domestic Shorthair,DSH,Feline,FEL,,1,Male
6524,16849,1,Junior,Shih Tzu Mix,SHH,Canine,CAN,,1,Male
22661,28437,1,Junior,YORKSHIRE TERRIER,4,Canine,CAN,,1,Male
2460,7517,1,Junior,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
15314,24027,1,Junior,Chihuahua,CIA,Canine,CAN,,1,Male
1044,1683,1,Junior,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
9155,14967,1,Junior,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
2876,25878,1,Junior,Pitbull Mix,PBX,Canine,CAN,,1,Male
L6675,L6675-2,1,Junior Mint,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21738,25585,1,Juniper,"Shorthair, American",ASH,Feline,FEL,,1,Female
8581,13905,1,Juniper,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2527,8769,1,Juniper,"Satin, Mini",SAM,Rabbit,RAB,,1,Spayed Female
10051,16636,1,Juniper,Lop,LOP,Rabbit,RAB,,1,Male
14630,23979,1,Juniper,Rottweiler,ROT,Canine,CAN,,1,Female
22019,26907,1,Juniper,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11247,19054,1,Juniper,Dutch,DUT,Rabbit,RAB,,1,Female
14658,23718,1,Juniper,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Female
7940,7155,1,Juniper,Other Rat,OTH,Rat,RAT,,1,Female
23339,30308,1,Juniper,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L2937,13798,1,Juniper,Boxer Mix,BXX,Canine,CAN,,1,Spayed Female
23517,30747,1,Juniper,Domestic Shorthair,DSH,Feline,FEL,,1,Female
6125,16479,1,Juniper,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
6111,11111,1,Juniper,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
12902,21899,1,Juniper (June),GERMAN SHORTHAIRED POINTER,17,Canine,CAN,,1,Spayed Female
L6884,26660,1,Juniper (Junie),Setter Mix,SEX,Canine,CAN,,1,Spayed Female
11740,19899,1,Junny,Chihuahua Mix,CIX,Canine,CAN,,1,Female
19589,11149,1,Juno,"Corgi, Welsh Mix",WCX,Canine,CAN,,1,Female
14271,23483,1,Juno,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Spayed Female
17463,24940,1,Juno,Husky,HUS,Canine,CAN,,1,Spayed Female
15249,27183,1,Juno,GERMAN SHEPHERD,11,Canine,CAN,,1,Spayed Female
14557,25845,1,Juno,Terrier Mix,TEX,Canine,CAN,,1,Male
12421,30015,1,Juno,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10934,18434,1,Juno,"Husky, Siberian",SIB,Canine,CAN,,1,Female
16450,24492,1,Juno,"Shepherd, German",GER,Canine,CAN,,1,Spayed Female
3299,11843,1,Juno,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
9051,14791,1,Juno,Mastiff,MAS,Canine,CAN,,1,Spayed Female
7509,11872,1,Juno,Canary,CAN,Avian,AVI,,1,Female
18447,1204,1,Juno,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
1959,3128,1,Juno,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
12699,21616,1,Juno,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
3396,10604,1,Jupiter,Mixed,MIX,Canine,CAN,,1,Neutered Male
22627,28352,1,Jupiter,Domestic,DOM,Ferret,FER,,1,Female
23742,31355,1,Jupiter,Domestic Mediumhair,DMH,Feline,FEL,,1,Female
L7927,L7532,1,Jupiter Autumn,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6169,11778,1,Justice,"Retriever, Golden",RGO,Canine,CAN,,1,Spayed Female
3293,5234,1,Jynx,DMH,25,Feline,FEL,,1,Neutered Male
L7973,JYNX,1,Jynx,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L4102,30350,1,Jynx,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21798,26411,1,Jynx,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
16459,16459-3,1,Jynxie,"Setter, English",SEE,Canine,CAN,,1,Spayed Female
13389,4032,1,K.C.,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
3562,7238,1,K.D.,Chihuahua,CIA,Canine,CAN,,1,Spayed Female
12725,21647,1,K2,"Collie, Border Mix",CBX,Canine,CAN,,1,Male
2696,4284,1,Kaa,"Python, Ball",PBA,Reptile/Amphibian,REA,,1,Male
16576,24556,1,Kabuki,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L2498,23571,1,Kaci,Sheepdog Mix,SDX,Canine,CAN,,1,Spayed Female
18413,18413-1,1,Kaci,"Retriever, Labrador",RLA,Canine,CAN,,1,Spayed Female
6435,9765,1,Kacy,Terrier Mix,TEX,Canine,CAN,,1,Spayed Female
8800,8800-2,1,Kage,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
15234,27952,1,Kagome,Domestic Longhair,DLH,Feline,FEL,,1,Female
18009,25286,1,Kahina,Caracal,CAR,Feline,FEL,,1,Female
L6350,L4657,1,Kahlua,Mixed,MIX,Canine,CAN,,1,Spayed Female
8812,14308,1,Kahlua,YORKSHIRE TERRIER,4,Canine,CAN,,1,Spayed Female
10961,18484,1,Kahlua,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
17826,17826-1,1,Kahlua,Pitbull Mix,PBX,Canine,CAN,,1,Spayed Female
5804,5804-3,1,Kahn,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
3533,5599,1,Kahn,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13238,22681,1,Kai,MAINE COON CAT,34,Feline,FEL,,1,Neutered Male
22980,29311,1,Kai,Shiba Inu,SBI,Canine,CAN,,1,Neutered Male
23403,30432,1,Kai,GERMAN SHEPHERD,11,Canine,CAN,,1,Neutered Male
23770,31420,1,Kai,Beagle Mix,BGX,Canine,CAN,,1,Neutered Male
19652,21650,1,Kai,Domestic Shorthair,DSH,Feline,FEL,,1,Male
5021,7820,1,Kai,Beagle Mix,BGX,Canine,CAN,,1,Male
3535,3909,1,Kai,GERMAN SHEPHERD,11,Canine,CAN,,1,Neutered Male
9232,15098,1,Kai,Chihuahua Mix,CIX,Canine,CAN,,1,Male
13377,13377-4,1,Kai,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
3612,12597,1,Kaia,Husky Mix,HUX,Canine,CAN,,1,Spayed Female
22427,27818,1,Kaia,"Retriever, Labrador",RLA,Canine,CAN,,1,Female
6215,9431,1,Kaia,"Husky, Siberian Mix",SBX,Canine,CAN,,1,Spayed Female
5992,9136,1,Kaia,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Spayed Female
5813,8906,1,Kaia,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
13678,23143,1,Kaia,Shepherd Mix,SHM,Canine,CAN,,1,Spayed Female
13305,22764,1,Kaia,Dachshund Mix,DXX,Canine,CAN,,1,Spayed Female
22113,27106,1,Kaia,Pitbull Mix,PBX,Canine,CAN,,1,Spayed Female
17655,10407,1,Kaia,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
561,878,1,Kaiba,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21333,KAISER,1,Kaiser,Hound Mix,HOX,Canine,CAN,,1,Neutered Male
19313,19313-1,1,Kaiya,"Husky, Siberian",SIB,Canine,CAN,,1,Spayed Female
15157,22259,1,Kaiya,Boxer,BOX,Canine,CAN,,1,Female
2632,4173,1,Kaiyo,Goldendoodle,RGP,Canine,CAN,,1,Neutered Male
5333,10887,1,Kaizer,"Shepherd, German Mix",GEX,Canine,CAN,,1,Neutered Male
12460,27820,1,Kakashi,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
6829,14532,1,Kala,Domestic Shorthair,DSH,Feline,FEL,,1,Female
5060,28424,1,Kalabar,Domestic,DOM,Ferret,FER,,1,Neutered Male
8094,14170,1,Kalameet,"Skink, Blue-tongued",SBT,Reptile/Amphibian,REA,,1,Male
7569,11973,1,Kaldrogo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10954,18475,1,Kali,Siamese,SIA,Feline,FEL,,1,Spayed Female
14442,11825,1,Kali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
4615,7231,1,Kali,"Shepherd, Australian Mix",SAX,Canine,CAN,,1,Spayed Female
4419,6965,1,Kali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5157,7992,1,Kali,Cockapoo,COC,Canine,CAN,,1,Female
9154,347,1,Kali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11986,21952,1,Kali,FRENCH BULLDOG,29,Canine,CAN,,1,Spayed Female
18761,18761-3,1,Kali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
22376,27693,1,Kali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
13793,13793-1,1,Kali,Domestic Shorthair,DSH,Feline,FEL,,1,Female
6975,27234,1,Kamaitachi,Domestic,DOM,Ferret,FER,,1,Male
8838,23825,1,Kamikaze,"Tortoise, Hermann's",THE,Reptile/Amphibian,REA,,1,Male
17740,25032,1,Kane,Great Dane,GRD,Canine,CAN,,1,Male
11823,20069,1,Kane,"Shepherd, German",GER,Canine,CAN,,1,Male
3828,6042,1,Kane,Goldendoodle,RGP,Canine,CAN,,1,Male
4218,6639,1,Kane,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Neutered Male
18724,25367,1,Kane,American Bully,AMB,Canine,CAN,,1,Male
2944,4653,1,Kane,"Shepherd, German",GER,Canine,CAN,,1,Male
11651,19778,1,Kane,Pitbull,PIT,Canine,CAN,,1,Neutered Male
17221,17221-1,1,Kane,"Terrier, Boston",TBS,Canine,CAN,,1,Neutered Male
4130,6520,1,Kane,Pitbull Mix,PBX,Canine,CAN,,1,Neutered Male
L6243,30897,1,Kane,Bernadoodle- Bernese and Poodl,BPX,Canine,CAN,,1,Male
22982,29315,1,Kang,Pitbull,PIT,Canine,CAN,,1,Male
22546,28098,1,Kano,Mixed,MIX,Canine,CAN,,1,Neutered Male
8820,14318,1,Kanyon,GOLDEN RETRIEVER,2,Canine,CAN,,1,Male
5869,8999,1,Kaos,Boxer,BOX,Canine,CAN,,1,Neutered Male
23457,30557,1,Karen,Dalmatian,DAL,Canine,CAN,,1,Female
14341,10926,1,Karina,Ragdoll,RAG,Feline,FEL,,1,Female
14341,30952,1,Karina Miss Blue,Ragdoll,RAG,Feline,FEL,,1,Female
14341,30953,1,Karina Miss Pink,Ragdoll,RAG,Feline,FEL,,1,Female
14341,30954,1,Karina Miss Red,Ragdoll,RAG,Feline,FEL,,1,Female
14341,30955,1,Karina Miss White,Ragdoll,RAG,Feline,FEL,,1,Female
14341,30956,1,Karina Mr Black,Ragdoll,RAG,Feline,FEL,,1,Male
14341,30957,1,Karina Mr Gray,Ragdoll,RAG,Feline,FEL,,1,Male
14341,30958,1,Karina Mr Orange,Ragdoll,RAG,Feline,FEL,,1,Female
16565,15274,1,Karl,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22839,28862,1,Karleah,Domestic Shorthair,DSH,Feline,FEL,,1,Female
6710,23612,1,Karly,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5755,8839,1,Karma,Shih Tzu Mix,SHH,Canine,CAN,,1,Spayed Female
4888,17342,1,Karma,Domestic Shorthair,DSH,Feline,FEL,,1,Female
10965,18498,1,Karma,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Spayed Female
11082,18715,1,Karma,Pitbull,PIT,Canine,CAN,,1,Spayed Female
5464,8454,1,Karma,Pitbull Mix,PBX,Canine,CAN,,1,Spayed Female
10261,17080,1,Karma,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
20756,20756-1,1,Karma,"Elkhound, Norwegian",NOR,Canine,CAN,,1,Spayed Female
19766,31052,1,Karmel,Bulldog Mix,BUX,Canine,CAN,,1,Spayed Female
9330,24980,1,Karmela,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Female
21507,25486,1,"Kase ""Gizmo""","Chihuahua, Long-coated",CIL,Canine,CAN,,1,Neutered Male
3298,11212,1,Kaseekie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8914,24776,1,Kasey,"Shorthair, American",ASH,Feline,FEL,,1,Spayed Female
21638,21686,1,Kasey,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
16173,16173-3,1,Kasey,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
7706,12321,1,Kasey,"Bulldog, French",BUF,Canine,CAN,,1,Female
17683,25018,1,Kash,Goldendoodle,RGP,Canine,CAN,,1,Male
13880,13880-2,1,Kash,"Pinscher, Doberman",DOB,Canine,CAN,,1,Neutered Male
16565,16565-3,1,Kash,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
17138,24795,1,Kash,Pitbull,PIT,Canine,CAN,,1,Female
12695,21603,1,Kashi,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20416,955,1,Kasia,Parakeet,PAR,Avian,AVI,,1,Male
2351,7905,1,Kasia,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
4601,13566,1,Kassia,Maltese Mix,MAX,Canine,CAN,,1,Female
14866,25192,1,Kat,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
12140,20577,1,Kat,Domestic Shorthair,DSH,Feline,FEL,,1,Female
16090,253,1,Kat,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
21607,2042,1,Katana,Chihuahua,CIA,Canine,CAN,,1,Female
14021,23370,1,Katarina,"Angora, Turkish",TKA,Feline,FEL,,1,Spayed Female
1606,4035,1,Kate,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L2034,L3458-2,1,Kate,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
16612,24848,1,Katelyn,Abyssinian,ABY,Guinea Pig,GUI,,1,Female
21923,26582,1,Kathya,Chihuahua Mix,CIX,Canine,CAN,,1,Spayed Female
13308,24010,1,Katia,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
12653,21522,1,Katiana,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3364,23943,1,Katie,MAINE COON CAT,34,Feline,FEL,,1,Female
519,519-2,1,Katie,Mixed,MIX,Canine,CAN,,1,Spayed Female
4601,13567,1,Katie,Maltese Mix,MAX,Canine,CAN,,1,Female
9451,2807,1,Katie,"Terrier, Scottish",TSC,Canine,CAN,,1,Spayed Female
20402,20402-1,1,Katie,Dwarf,DWA,Rabbit,RAB,,1,Female
5060,13726,1,Katie,Other Ferret,OTH,Ferret,FER,,1,Female
22410,27777,1,Katie,YORKSHIRE TERRIER,4,Canine,CAN,,1,Spayed Female
12010,20374,1,Katie,"Pointer, German Shorthaired",GSH,Canine,CAN,,1,Spayed Female
5080,29190,1,Katie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20181,20181-1,1,Katie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11376,19272,1,Katie,"Retriever, Labrador",RLA,Canine,CAN,,1,Spayed Female
13111,22435,1,Katie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
13298,411,1,Katie,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Spayed Female
21300,30545,1,Katie,Labradoodle,RLP,Canine,CAN,,1,Female
20015,5803,1,Katie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
4950,L6516-3,1,Katie,BRITTANY,40,Canine,CAN,,1,Spayed Female
19572,737,1,Katie,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Spayed Female
6788,29678,1,Katie,"Terrier, Jack Russell",TJR,Canine,CAN,,1,Female
3416,5420,1,Katie,Chihuahua,CIA,Canine,CAN,,1,Spayed Female
15260,12326,1,Katie,"Poodle, Miniature",POO,Canine,CAN,,1,Spayed Female
4289,7489,1,Katie,Maltese,MAL,Canine,CAN,,1,Spayed Female
7529,11900,1,Katie,MINIATURE PINSCHER,20,Canine,CAN,,1,Spayed Female
9935,16418,1,Katie Rose,Collie,COL,Canine,CAN,,1,Female
3212,7273,1,Katniss,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11332,16201,1,Katniss,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10045,16624,1,Kato,"Chin, Japanese",JAP,Canine,CAN,,1,Neutered Male
10931,18430,1,Kato,Pitbull,PIT,Canine,CAN,,1,Male
L7446,L6576,1,Katrina,Mastiff,MAS,Canine,CAN,,1,Female
L6055,L6055-4,1,Katrina,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
1638,29364,1,Katy,"Terrier, Jack Russell Mix",TJX,Canine,CAN,,1,Spayed Female
16900,24657,1,Katy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5124,7954,1,Katze,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
